id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc,titulo_english,match_top_10_title,kind_effect,task,object,physical_effect,derived_from,titulo_lemmatized,match_top_10_vec_distance_tasks
BR 10 2020 002745 0,10/02/2020,FILME BIODEGRADÁVEL COM PROPRIEDADE ANTITUMORAL E SEU PROCESSO DE OBTENÇÃO,A61K 31/30,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1555291&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". O pedido de patente em questão refere-se ao procedimento de síntese para a produção de um filme inorgânico biodegradável como agente antitumoral, formado a partir de cristais ternários de 1,10-Fenantrolina e Serina complexado com Cobre (II) sob a forma de pó, dispersos em solução de Gelatina. O presente produto foi obtido por meio do crescimento dos cristais pelo método de evaporação lenta do solvente. Após sua obtenção foi pulverizado e homogeneizado com uma solução de Gelatina 2% com concentração variando de 5 a 50% do complexo metálico para o polímero, dispostos em placas de petri, seguido por secagem em estufa em uma temperatura de 35 ºC por um período de 5 dias. O objetivo do invento é descrever a metodologia utilizada para a síntese referente a um filme com propriedade antitumoral composto por um cristal de 1,10-Fenantrolina e Serina complexado com Cobre (II) disperso em solução de Gelatina. Uma vez que, por meio do polímero será possível um aumento da adesão do material, além de atuar como biomaterial. A invenção possui como vantagem a biocompatibilidade, valor econômico acessível e eficiência nas propriedades farmacodinâmicas.",  A61K 31/30 ;  A61K 31/555 ;  A61K 47/42 ;  A61P 35/00 ;  C07F 1/08,Biodegradable film with anti-temporary property and its process of acquisition,"{'Produce', 'Remove', 'Break Down', 'Move', 'Expand', 'Change Phase', 'Separate', 'Hold'}",,Sintetizar,Filme biodegradável,Formação de cristal complexo,"O/a ""Proteger"" atua no/na Sólido para produzir um/uma Nanocompósito.",filme biodegradavel propriedade antitumoral processo obtencao,{'extrair'}
BR 11 2021 015381 0,06/02/2020,"COMPOSIÇÃO DE COMBUSTÍVEL, E, MÉTODO PARA MELHORAR A LUBRICIDADE DE UMA COMPOSIÇÃO DE COMBUSTÍVEL E PARA MELHORAR O DESEMPENHO DE COMBUSTÍVEL DE UM MOTOR DE INJEÇÃO DIRETA",C10L 1/14,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621687&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Trata-se de uma composição de combustível que compreende um combustível e um aditivo de lubricidade, em que o aditivo de lubricidade é selecionado a partir de (1) 1-lauroil-rac-glicerol, (2) dodecanamida, N-hidroxi- ou (3) ácido 2-etil-hexanoico e o combustível é gasolina.",  C10L 1/14,"Composition of fuel, and, Method to improve the liquidity of a composition of fuel and to improve the fuel use of a direct injection engine","{'Move', 'Break Down', 'Expand', 'Hold'}",,Melhorar lubricidade,Composição de combustível,Redução do atrito,"O/a ""Separar"" atua no/na Sólido para produzir um/uma Lubrificação.",composicao combustivel metodo melhorar lubricidade composicao combustivel melhorar desempenho combustivel motor injecao direto,{'concentrar'}
BR 11 2021 017186 0,26/02/2020,SISTEMA DE DOIS COMPONENTES; USO DO SISTEMA DE DOIS COMPONENTES; E MÉTODO DE LIGAÇÃO DE DOIS SUBSTRATOS,C08F 220/14,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1625108&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"ADESIVO ESTRUTURAL DE ACRILATO. A invenção se refere a um adesivo estrutural de dois componentes, ou seja, a um sistema de dois componentes, de um primeiro componente e um segundo componente espacialmente separados um do outro, em que a reação do primeiro componente e do segundo componente após a mistura resulta em um adesivo estrutural. O primeiro componente compreende pelo menos quatro de um ácido (met) acrílico, um C1-6-alquil (met) acrilato, um cicloalquil (met) acrilato, um hidroxi-C1-6-alquil (met) acrilato e / ou um glicol éter (met) acrilato. O segundo componente compreende um iniciador de polimerização de peróxido. Além disso, o primeiro componente e / ou o segundo componente compreende pelo menos dois agentes de endurecimento (um primeiro agente de endurecimento e um segundo agente de endurecimento); o segundo agente de endurecimento diferindo do primeiro agente de endurecimento; um primeiro modificador de impacto; e, opcionalmente, um segundo modificador de impacto que difere do primeiro modificador de impacto.",  C08F 220/14 ;  C09J 4/06,System of Two Components; Use of System of Two Components; and Method of Binding Two Substrates,"{'Remove', 'Separate', 'Break Down'}",,Ligar,Substratos,Polimerização,"O/a ""Juntar"" atua no/na Sólido dividido para produzir um/uma Adesivo.",componente uso componente metodo ligacao substrato,{'incorporar'}
BR 20 2020 000263 0,06/01/2020,PALMILHA PRÉ MOLDADA BIOMECÂNICA,A43B 17/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1542117&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,,,The biomechanical mould,"{'Move', 'Break Down', 'Remove', 'Change Phase', 'Separate', 'Destroy', 'Hold', 'Melt', 'Join', 'Protect'}",,Amortecer,Impacto,Absorção de energia,"O/a ""Apertar"" atua no/na Campo para produzir um/uma Nanocompósito.",palmilha pre moldar biomecanico,"{'absorver', 'incorporar'}"
BR 11 2021 015839 1,13/02/2020,RETOMADA DE CONEXÕES POR RÁDIO EM UMA REDE DE COMUNICAÇÃO,H04W 76/25,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622667&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a um equipamento de usuário (UE), para retomar uma conexão com uma estação base, comunica mensagens com a estação base de acordo com um formato que corresponde a uma primeira tecnologia de acesso por rádio (RAT), usando uma conexão por rádio sobre uma interface de rádio que está em conformidade com uma segunda RAT (702). O UE suspende a conexão por rádio (704) e, subsequentemente à suspensão, transmite à estação base uma indicação que a conexão por rádio foi retomada, de acordo com o formato que corresponde à primeira RAT (708).",  H04W 76/25,Radio Connections in a Communication Network,"{'Move', 'Break Down', 'Change Phase', 'Cool', 'Separate', 'Hold'}",,Retomar,Conexão por rádio,Restabelecimento de comunicação,O/a Transmitir atua no/na Informação de confirmação para produzir um/uma Comunicação sem fio.,retomar conexao radio rede comunicacao,{'concentrar'}
BR 11 2021 015129 0,21/02/2020,MÉTODO PARA TRATAR UM PACIENTE QUE SOFRE DE HIPERCORTISOLEMIA E UM SINTOMA OU COMORBIDADE DA MESMA,A61K 31/4745,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621168&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Métodos e composições são descritos para diagnosticar um paciente suspeito de sofrer de e para tratar um paciente sofrendo de, um distúrbio tal como hipercortisolemia, síndrome metabólica, pré-diabete, diabete, síndrome de Cushing, Doença de Cushing, hiperglicemia secundária à hipercortisolemia, uma doença hepática, um distúrbio cardíaco, pressão sanguínea alta, um distúrbio de coagulação sanguínea, um câncer, um distúrbio psicológico, ganho de peso, um distúrbio de controle de glicose, um distúrbio ósseo (por exemplo, osteoporose), hipogonadismo, pseudoacromegalia, tumores pituitários, hipercortisolismo funcional, tumores secretantes de ACTH, neuropatia periférica, dislipidemia e outros distúrbios. Os métodos e composições incluem a administração de um modulador do receptor de glicocorticoide de azadecalina fundido à heteroarilcetona (GRM). O GRM de azadecalina fundido à heteroarilcetona preferido é o relacorilant ((R)-(1-(4-fluorofenil)-6-((1-metil-1H-pirazol-4-il)sulfonil)-4,4a,5,6,7,8-hexa-hidro-1H-pirazolo[3,4-g]isoquinolin-4a-il)(4-(trifluorometil)piridin-2-il)metanona). Em alguns casos, o GRM (por exemplo, o relacorilant) é oralmente administrado. Em alguns casos, o GRM (por exemplo, o relacorilant) é oralmente administrado sem alimento.",  A61K 31/4745 ;  A61P 5/38,Method for treating a patient suffering from hypercortisolemia and a symptom or fear of the same,"{'Move', 'Break Down', 'Change Phase', 'Cool', 'Separate', 'Hold', 'Detect'}",,Tratar,Paciente,Modulação do receptor de glicocorticoide,O/a Controlar atua no/na Fungos fitopatogênicos para produzir um/uma Inibição de processos metabólicos.,metodo tratar paciente sofrer hipercortisolemia sintoma comorbidade mesmo,{'concentrar'}
BR 20 2020 004094 0,28/02/2020,INSERTO REPARADOR PARA BOCAL DE PLUGUES ELÉTRICOS,H01R 43/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1561763&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Referida inovação é um inserto reparador para bocal de plugues elétricos(1), formado por uma base(2) que possui, frontalmente, abas flexíveis(3), sendo que, a face superior frontal da dita base(2) apresenta uma projeção semi-esférica(4) dotada inferiormente de uma redução de massa(5); da face superior posterior da dita base(2), projeta-se um pino(6) de cabeça troncônica bipartida(7).",  H01R 43/00,Repair of electrical plug-ins,"{'Remove', 'Break Down', 'Change Phase', 'Separate', 'Heat', 'Hold', 'Detect', 'Clean'}",,Reparar,Bocal de plugue elétrico,Restauração da integridade mecânica,"O/a ""Remover"" atua no/na Líquido para produzir um/uma Arco elétrico.",inserto reparador bocal plugue eletrico,{'segurar'}
BR 11 2021 016230 5,20/02/2020,VÓRTICE ASCENDENTE PARA UM SEPARADOR CICLÔNICO E ASPIRADOR DE PÓ,A47L 9/16,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623485&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Trata-se de um vórtice ascendente (F) para um separador ciclônico, sendo que o vórtice ascendente compreende uma pluralidade de pás de hélice estacionárias (V) que têm uma extremidade frontal convexa redonda ao redor da qual o ar entrante (A) é guiado para o vórtice ascendente (F), sendo que, quando o ar se separa da pá de hélice (V) dentro do vórtice ascendente (F), uma seção transversal das pás de hélice (V) tem apenas uma borda afiada (E). De preferência, uma linha média (M) da seção transversal das pás de hélice (V) não cruza uma linha de corda (C) em uma metade a montante da seção transversal. De preferência, um lado das pás de hélice (V) voltado para o ar entrante (A) é dotado de uma protuberância (P) em um ponto de estagnação (S). A protuberância (P) pode ser conformada de modo a guiar o ar entrante (A) para dentro do vórtice ascendente (F), e pode ter um lado côncavo seguindo um formato de uma pá de hélice vizinha e um topo arredondado. De preferência, a protuberância (P) tem uma altura em uma faixa entre 70% e 130%, e com mais preferência em uma faixa entre 85% e 115%, de uma largura do vão entre as pás de hélice (V). De preferência, uma largura de vão entre pás de hélice adjacentes (V) aumenta de um lado externo para um lado interno do vórtice ascendente (F). Um aspirador de pó que compreende um separador ciclônico tem, de preferência, tal vórtice ascendente (F).",  A47L 9/16 ;  B04C 5/13,A CYCLONIC SEPARATOR AND SPIRATOR OF PO,"{'Move', 'Break Down', 'Change Phase', 'Cool', 'nan', 'Separate', 'Hold'}",,Separar,Gás,Tubo de vórtice,,vortice ascendente separador ciclonico aspirador po,"{'extrair', 'apertar', 'detectar', 'concentrar', 'expandir', 'diluir', 'depositar'}"
BR 11 2022 015786 0,10/02/2020,EQUIPAMENTO DE USUÁRIO E MÉTODO PARA ENTREGA DE MENSAGENS DE ALERTA EM REDES PRIVADAS,H04W 4/90,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1671949&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Trata-se de equipamento de usuário e método para receber mensagens de alerta em uma rede de comunicações móvel não pública. O equipamento de usuário aceita ou ignora mensagens de alerta recebidas na rede de comunicações móvel não pública com base em uma configuração de recepção de mensagens de alerta armazenadas em uma memória do equipamento de usuário, como uma memória da parte de equipamento móvel do equipamento de usuário.",  H04W 4/90 ;  H04W 68/00 ;  H04W 4/12 ;  H04M 11/04,User equipment and method for sending warning messages to private networks,"{'Move', 'Break Down', 'Remove', 'Expand', 'Change Phase', 'Separate', 'Hold', 'Join', 'Protect'}",,Receber,Mensagem de alerta,Transmissão de dados,O/a Transmitir atua no/na Informação de confirmação para produzir um/uma Comunicação sem fio.,equipamento usuario metodo entrega mensagem alerta rede privado,{'comprimir'}
BR 11 2021 015029 3,02/03/2020,DISPOSITIVO DE PERFURAÇÃO PARA ARTIGO DE INALADOR,A61M 15/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621017&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,. A presente invenção refere-se a um dispositivo de perfuração (150) contendo um elemento de perfuração recuado (160) e sendo configurado para receber uma extremidade distal (118) de um artigo de inalador (110). O elemento perfurante perfura ou perfura um único orifício em uma cápsula contida dentro do artigo inalador quando o artigo inalador está assentado em uma cavidade do artigo inalador (157) do dispositivo de perfuração. O dispositivo de perfuração inclui um elemento de marcação (170) que se estende para a cavidade do artigo de inalador a partir da superfície interna do alojamento (152). O elemento de marcação é configurado para marcar uma superfície externa de um dispositivo inalador quando o dispositivo inalador é recebido dentro da cavidade do artigo inalador. O elemento de marcação se estende ortogonalmente ao eixo longitudinal do elemento de perfuração.,  A61M 15/06 ;  A61M 15/00 ;  A24F 42/20,Perforation Device for Inhaler,"{'Move', 'Break Down', 'Prevents', 'Change Phase', 'Cool', 'Separate', 'Hold', 'Detect', 'Protect'}",,Perfurar,Cápsula,Ruptura mecânica,"O/a ""Separar"" atua no/na Líquido para produzir um/uma Orifício.",dispositivo perfuracao artigo inalador,{'comprimir'}
BR 11 2021 014124 3,13/01/2020,"PENTE PARA SER FIXADO A UM DISPOSITIVO DE CORTE DE CABELOS OU PELOS, DISPOSITIVO DE CORTE DE CABELOS OU PELOS E MÉTODO DE ADAPTAÇÃO DE UM COMPRIMENTO DE CORTE DE UM DISPOSITIVO DE CORTE DE CABELOS OU PELOS COM UM PENTE",B26B 19/20,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619463&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A invenção se refere a um pente (100) para ser fixado a um dispositivo de corte de cabelos ou pelos (115). O pente compreende duas superfícies (103, 104) configuradas para estar em contato com a pele do usuário. Cada superfície compreende uma fenda (105, 106) para fixar o pente ao dispositivo de corte de cabelos ou pelos, e ambas as superfícies têm uma borda comum (107). Quando o dispositivo de corte de cabelos ou pelos é fixado à fenda da primeira superfície, a segunda superfície está em contato com a pele, e quando o dispositivo de corte de cabelos ou pelos é fixado à fenda da segunda superfície, a primeira superfície está em contato com a pele. Uma disposição assimétrica das duas fendas permite dois comprimentos de corte de cabelos ou pelos com um pente de dupla face.",  B26B 19/20 ;  B26B 19/38,"Pint to be fixed to a cables or peles coating device, cables coating device or peles and method of adaptation of a coating compression from a cables coating device or peles with a pen","{'Move', 'Break Down', 'Expand', 'Hold', 'Compress'}",,Ajustar,Comprimento de corte de cabelos,Variação da distância entre lâmina e pele,"O/a ""Segurar"" atua no/na Líquido para produzir um/uma Pente.",pente fixar dispositivo corte cabelo dispositivo corte cabelo metodo adaptacao comprimento corte dispositivo corte cabelo pente,{'comprimir'}
BR 11 2021 018488 0,08/01/2020,"MÉTODOS REALIZADOS POR UM EQUIPAMENTO DE USUÁRIO E POR UM NÓ DE REDE PARA MANIPULAR UMA CONFIGURAÇÃO DE GRUPO DE CÉLULAS SECUNDÁRIAS EM UMA REDE DE COMUNICAÇÕES SEM FIO, PROGRAMA DE COMPUTADOR, PORTADORA, EQUIPAMENTO DE USUÁRIO, E, NÓ DE REDE",H04W 76/15,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1627422&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"MÉTODOS REALIZADOS POR UM EQUIPAMENTO DE USUÁRIO E POR UM NÓ DE REDE PARA MANIPULAR UMA CONFIGURAÇÃO DE GRUPO DE CÉLULAS SECUNDÁRIAS EM UMA REDE DE COMUNICAÇÕES SEM FIO, MEIO PORTADOR LEGÍVEL POR COMPUTADOR, EQUIPAMENTO DE USUÁRIO, E, NÓ DE REDE. É provido um método realizado por um Equipamento de Usuário, UE, para manipular uma configuração de Grupo de Células Secundárias, SCG, em uma rede de comunicações sem fio. O UE recebe (801) de um nó de rede, uma configuração de SCG e uma condição de gatilho relacionadas à qualidade do sinal de uma célula associada à configuração de SCG. O UE realiza então (803) medições de qualidade de sinal de uma célula associada à configuração de SCG. Quando a condição de gatilho da célula é satisfeita de acordo com a configuração de SCG recebida, o UE aplica (804) a configuração de SCG associada à célula que cumpre a condição de gatilho.",  H04W 76/15,"Methods performed by a user equipment and a network no to manipulate a secondary cell group configuration in a wireless communication network, computer program, portable, user equipment, and, no network","{'Move', 'Break Down', 'Expand', 'Hold', 'Protect', 'Join', 'Constrain'}",,Configurar,Grupo de células secundárias,Alteração da topologia de comunicação,"O/a ""Segurar"" atua no/na Campo para produzir um/uma Farnsworth-Hirsch Fusor.",metodo realizar equipamento usuario no rede manipular configuracao celula secundario rede comunicacao fio programa computador portadora equipamento usuario no rede,{'concentrar'}
