id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc
BR 10 2020 004242 4,02/03/2020,FRENAGEM DE EMERGÊNCIA,B60T 1/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1562061&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  FRENAGEM DE EMERGÊNCIA. Sistema de Frenagem de Emergência para Carretas, Caminhões e Ônibus. O Sistema de Frenagem de Emergência para Carretas, Caminhões e Ônibus, poderá ser ativado por meio hidráulico, pneumático e ou elétrico/eletrônico. Quando acionado pelo motorista, por um botão, alavanca ou outro dispositivo, instalado na cabine do motorista; irá ativar em cada lado do veículo, um pistão (A) que abaixará o braço (B) com os borrachões de frenagem (C), que entrarão entre os pneus da carreta/caminhão e ou /ônibus trucado, ou se for de eixo único na traseira, acima do pneu, gerando atrito com os pneus e consequentemente irá diminuir a velocidade e/ou parar o veículo. O sistema de frenagem será instalado no chassis da carreta/caminhão/ônibus trucado entre as rodas traseiras e em veículos de um só eixo traseiro acima dos pneus, nos dois lados do veículo.",  B60T 1/02 ;  B60T 7/08
BR 11 2021 017786 8,02/03/2020,ISOLAMENTO DE ARMAZENAMENTO SEGURO,G06F 9/455,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1626145&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ISOLAMENTO DE ARMAZENAMENTO SEGURO. Um método implementado por computador de acordo com exemplos inclui receber, por um controle de interface seguro de um sistema de computação, uma solicitação de um solicitante para acessar uma página em uma memória do sistema de computação. O método inclui ainda, responsivo à determinação de que o solicitante é um solicitante não seguro e responsivo a um bit de armazenamento seguro sendo definido, proibindo o acesso à página sem realizar uma verificação de autorização. O método inclui ainda, responsivo à determinação de que o solicitante é um solicitante seguro, realizando a verificação de autorização.",  G06F 9/455 ;  G06F 21/78
BR 11 2021 017203 3,02/03/2020,USO DE ACETIL-L-LEUCINA PARA TRATAR UMA LESÃO CEREBRAL TRAUMÁTICA E PARA MODULAR A EXPRESSÃO DE UM OU MAIS MEDIADORES PRÓ-INFLAMATÓRIOS,A61K 31/198,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1625126&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  LEUCINA, ACETIL LEUCINA E ANÁLOGOS RELACIONADOS PARA O TRATAMENTO DE DOENÇAS. A presente divulgação fornece métodos de tratamento de doenças, distúrbios, condições ou síndromes, por exemplo, lesão cerebral traumática, em um paciente em necessidade, através da administração de uma quantidade terapeuticamente eficaz de DL-leucina, ou um sal farmaceuticamente aceitável deste, L-leucina, ou um sal farmaceuticamente aceitável deste, D-leucina, ou um sal farmaceuticamente aceitável deste, éster etílico de L-leucina, ou um sal farmaceuticamente aceitável deste, acetil-DL-leucina, ou um sal farmaceuticamente aceitável deste, acetil-D-leucina, ou um sal farmaceuticamente aceitável deste, ou acetil-L-leucina, ou um sal farmaceuticamente aceitável deste.",  A61K 31/198 ;  A61P 29/00
BR 11 2021 017174 6,02/03/2020,MEIO DE SELEÇÃO PARA BACTÉRIAS PERTENCENTES AO GÊNERO PSEUDOMONAS E USO DO MESMO,C12N 1/20,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1625102&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MEIO DE SELEÇÃO PARA BACTÉRIAS PERTENCENTES AO GÊNERO PSEUDOMONAS E USO DO MESMO. Uma bactéria pertencente ao gênero Pseudomonas, tal como Pseudomonas aeruginosa, é específica e quantitativamente detectada usando um meio de seleção para uma bactéria pertencente ao gênero Pseudomonas caracterizado por conter, em um meio basal, pelo menos uma cefalosporina de terceira geração e pelo menos um antibiótico selecionado a partir do grupo que consiste em uma cefalosporina de primeira geração e um antibiótico com base em glicopeptídeo, e por um método para detectar uma bactéria pertencente ao gênero Pseudomonas e um método para selecionar uma bactéria pertencente ao gênero Pseudomonas através do uso do dito meio de seleção.",  C12N 1/20 ;  C12Q 1/04
BR 11 2021 018446 5,02/03/2020,MÉTODO APRIMORADO PARA CORTAR TUBOS EM UM PISO DE PERFURAÇÃO E FERRAMENTA PARA O MESMO,B23D 21/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1627308&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO APRIMORADO PARA CORTAR TUBOS EM UM PISO DE PERFURAÇÃO E FERRAMENTA PARA O MESMO. A invenção refere-se a um método e a uma ferramenta de corte (100) para cortar uma estrutura tubular (1) na indústria petroquímica. O método compreende as seguintes etapas: a) posicionar a ferramenta de corte (100) em uma primeira posição (P1) exterior à estrutura tubular (1); b) apertar a estrutura tubular (1) na primeira posição (P1) ativando um movimento translacional de corte parcial de um elemento de corte não rotativo (135) para obter uma região denteada (D1) na estrutura tubular (1); c) posicionar a ferramenta de corte (100) em uma segunda posição (P2) exterior à estrutura tubular (1), na qual a segunda posição (P2) é deslocada ao longo de uma distância predefinida (dp) em comparação com a primeira posição (P1), e d) cortar a estrutura tubular (1) na segunda posição (P2) ativando um movimento translacional de corte completo do elemento de corte não rotativo (135) através da estrutura tubular (1). A invenção torna supérfluos processos demorados de fixação com conjuntos de vários tubos.",  B23D 21/00 ;  B23D 15/04 ;  B21B 29/00
BR 11 2020 026183 1,02/03/2020,"MÉTODO DE CODIFICAÇÃO DE VÍDEO, CODIFICADOR, DECODIFICADOR E PRODUTO DE PROGRAMA DE COMPUTADOR",H04N 19/186,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1598991&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO DE CODIFICAÇÃO DE VÍDEO, CODIFICADOR, DECODIFICADOR E PRODUTO DE PROGRAMA DE COMPUTADOR.Um método de codificação implementado por um dispositivo de decodificação ou dispositivo de codificação, o método que compreende obter um fluxo de bits (1601), o fluxo de bits compreende uma sintaxe de unidade de transformada, (em um exemplo, o elemento de sintaxe de unidade de transformada pode ser tanto codificado para um bloco inteiro quanto codificado para múltiplas unidades de subtransformada que são obtidas por Transformada de Sub-Bloco (SBT) para bloco inter, ou de modo a satisfazer restrições de tamanho de unidade de transformada máxima); a sintaxe compreende pelo menos dois sinalizadores cbf para blocos croma (em um exemplo, sintaxe de unidade de transformada corresponde tanto a unidade de transformada quanto as unidades de subtransformada as quais incluem dois sinalizadores cbf croma: tu_cbf_cb e tu_cbf_cb - um sinalizador para cada plano de croma), um sinalizador cbf croma especifica se certo bloco tem resíduo em plano de cor correspondente; derivar (1602) um valor de um sinalizador cbf luma tu_cbf_luma com base em um ou qualquer combinação de um valor de um sinalizador cu_cbf, valores de dois sinalizadores cbf croma correspondentes a uma unidade de transformada atual ou unidade de subtransformada, localização da unidade de subtransformada dentro de unidade de transformada, valores de luma e sinalizadores cbf croma correspondentes as unidades de subtransformada anteriores na unidade de transformada atual.",  H04N 19/186 ;  H04N 19/60 ;  H04N 19/70
BR 11 2021 006428 1,02/03/2020,MÉTODO DE DETECÇÃO FLUORESCENTE MULTIPLEXADA E APARELHO,C12Q 1/6869,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1608043&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO DE DETECÇÃO FLUORESCENTE MULTIPLEXADA E APARELHO. Em um primeiro aspecto, um método inclui: fornecer uma amostra, sendo que a amostra inclui um primeiro nucleotídeo e um segundo nucleotídeo; colocar a amostra em contato com um primeiro corante fluorescente e um segundo corante fluorescente, sendo que o primeiro corante fluorescente emite a primeira luz emitida dentro de uma primeira banda de comprimento de onda responsiva a uma primeira luz de iluminação de excitação, o segundo corante fluorescente emite a segunda luz emitida dentro de uma segunda banda de comprimento de onda responsiva a uma segunda luz de iluminação de excitação; coletar simultaneamente, com o uso de um ou mais detectores de imagem, a luz fluorescente multiplexada compreendendo a primeira luz emitida e a segunda luz emitida, sendo que a primeira luz emitida é um primeiro canal de cor correspondente à primeira banda de comprimento de onda e a segunda luz emitida é um segundo canal de cor correspondente à segunda banda de comprimento de onda; e identificar o primeiro nucleotídeo com base na primeira banda de comprimento de onda do primeiro canal de cor e o segundo nucleotídeo com base na segunda banda de comprimento de onda do segundo canal de cor.",  C12Q 1/6869
BR 11 2021 016216 0,02/03/2020,MÉTODO DE PREPARAÇÃO DE UM BIOTÊXTIL COMPÓSITO E UM IMPLANTE MÉDICO QUE COMPREENDE TAL BIOTÊXTIL COMPÓSITO,A61L 27/16,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623464&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO DE PREPARAÇÃO DE UM BIOTÊXTIL COMPÓSITO E UM IMPLANTE MÉDICO QUE COMPREENDE TAL BIOTÊXTIL COMPÓSITO. É revelado no presente documento um método de preparação de um pano compósito para uso em ou como um componente de implante médico, em que o método compreende as etapas de fornecer um têxtil que compreende pelo menos uma fieira que tem um título de 2-250 dtex e que compreende fibras produzidas a partir de um polímero sintético biocompatível e bioestável; determinar locais no têxtil em que um corte deve ser feito para o uso pretendido do têxtil; opcionalmente pré-tratar o têxtil pelo menos nos locais determinados em pelo menos um lado do têxtil com uma fonte de alta energia para ativar a superfície; revestir com solução o têxtil pelo menos em um local determinado com uma composição de revestimento que compreende um elastômero de poliuretano biocompatível e bioestável e um solvente para o poliuretano; remover o solvente do têxtil revestido; e cortar a laser o têxtil revestido como obtido em pelo menos um local revestido com um laser de pulso ultracurto; para resultar em um biotêxtil compósito em que o poliuretano está presente em uma quantidade de 2,5-90 % em massa com base no biotêxtil compósito e o poliuretano está presente pelo menos em uma borda cortada a laser. Tal biotêxtil compósito como produzido mostra uma combinação vantajosa de biocompatibilidade satisfatória, especialmente hemocompatibilidade, alta resistência e flexibilidade, e tem bordas regulares bem definidas que têm alta resistência de retenção de sutura. As modalidades adicionais dizem respeito ao uso de tal biotêxtil compósito em ou como componente de implante médico para um dispositivo médico implantável; como em aplicações ortopédicas e implantes cardiovasculares. Outras modalidades incluem tais dispositivos médicos ou implantes que compreendem o dito biotêxtil compósito ou componente de implante médico.",  A61L 27/16 ;  A61L 27/34 ;  C08L 23/06 ;  C08L 75/04
BR 11 2021 017561 0,02/03/2020,MÉTODO DE TRATAMENTO DE UMA DOENÇA,A61K 31/496,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1625817&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO DE TRATAMENTO DE UMA DOENÇA. Trata-se de um método de administração de levocetoconazol, ou um sal farmaceuticamente aceitável do mesmo, a um indivíduo que precisa do mesmo, em que ao indivíduo também está sendo administrado um substrato transportador de extrusão de múltiplos fármacos e toxinas 1 (MATE1) ou um substrato transportador de cátions orgânicos 2 (OCT2).",  A61K 31/496 ;  A61K 31/155
BR 11 2021 017038 3,02/03/2020,MÉTODO E SISTEMA PARA DETERMINAR O PARÂMETRO DE ALINHAMENTO DA RODA DE UM VEÍCULO,G01B 11/275,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624871&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO E SISTEMA PARA DETERMINAR O PARÂMETRO DE ALINHAMENTO DA RODA DE UM VEÍCULO. A presente invenção refere-se a um método para determinar o parâmetro de alinhamento da roda de um veículo (100) que compreende um corpo do veículo (104). Em particular, o método é realizado ao fixar uma disposição de medição (200) às posições em uma primeira (106) e uma segunda (108) parte lateral que se estende de modo longitudinal do corpo do veículo (104), respectivamente. Uma primeira (220) e uma segunda (230) posição central lateral são determinadas, através das quais um parâmetro de alinhamento da roda sob a forma de uma linha central que se estende de modo longitudinal (240) do veículo (100) é determinado.",  G01B 11/275 ;  B21D 1/12 ;  G01B 7/315 ;  G01B 21/26
BR 10 2020 004195 9,02/03/2020,MÉTODO E SISTEMA PARA PRODUZIR UM CALÇO,B23Q 3/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1562014&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO E SISTEMA PARA PRODUZIR UM CALÇO. Um método para produzir um calço e sistemas e equipamento relacionados. Uma ferramenta mecânica inserida em um espaço de calço definido entre dois ou mais componentes com a ferramenta mecânica em uma primeira configuração. A ferramenta mecânica é isenta de eletrônicos de medição. A ferramenta mecânica, enquanto no espaço de calço, é modificada de modo que a ferramenta mecânica admita uma segunda configuração para estabelecer uma pluralidade de pontos modelo, correspondentes a uma superfície de fronteira do espaço de calço. A ferramenta mecânica é removida do espaço de calço enquanto mantém a ferramenta mecânica na segunda configuração. Pelo uso de uma estação de medição distinta da ferramenta, as posições dos pontos modelo são eletronicamente medidas enquanto a ferramenta mecânica está simultaneamente disposta do lado de fora do espaço de calço e na segunda configuração. As instruções de usinagem são geradas com base nas posições medidas. Um calço é fabricado com base nas instruções de usinagem geradas.",  B23Q 3/00 ;  B23Q 3/02 ;  B64F 5/10 ;  B64C 3/26 ;  G05B 19/418
